rent_id,property_id,agreement_date,rent_start_date,rent_end_date,rent_amount,client_id,commission_id,contract_id
822,58,2021-09-04,2021-12-21,2022-12-21,67385,515,684,822
823,850,2023-03-24,2023-06-07,2028-06-07,43209,143,318,823
824,924,2020-01-21,2020-03-10,2022-03-10,21965,484,291,824
825,344,2021-02-10,2021-04-03,2023-04-03,41356,86,167,825
826,484,2024-01-07,2024-03-17,2027-03-17,54020,654,351,826
827,602,2023-07-11,2023-09-22,2028-09-22,50629,33,454,827
828,545,2023-09-15,2023-11-30,2025-11-30,55951,892,465,828
829,307,2021-03-26,2021-07-17,2023-07-17,71454,509,246,829
830,460,2023-09-19,2023-12-02,2024-12-02,17943,325,837,830
831,758,2022-06-16,2022-09-23,2027-09-23,41512,386,440,831
832,516,2020-08-22,2020-11-20,2025-11-20,61795,792,142,832
833,920,2020-01-21,2020-02-29,2021-02-28,23958,653,644,833
834,784,2020-04-07,2020-06-30,2025-06-30,36871,581,123,834
835,291,2023-05-16,2023-07-08,2027-07-08,40714,738,535,835
836,770,2022-10-12,2022-11-18,2023-11-18,63388,880,232,836
837,740,2020-11-21,2021-02-15,2026-02-15,50588,916,231,837
838,385,2022-05-13,2022-08-06,2024-08-06,26559,482,768,838
839,19,2022-02-28,2022-06-28,2026-06-28,29130,988,374,839
840,581,2020-02-08,2020-05-20,2023-05-20,44341,652,296,840
841,735,2020-11-12,2021-02-02,2024-02-02,73758,448,928,841
842,394,2019-07-14,2019-11-01,2022-11-01,56908,982,742,842
843,555,2020-07-07,2020-08-18,2024-08-18,49127,476,171,843
844,679,2021-04-30,2021-07-09,2023-07-09,19444,831,21,844
845,895,2022-10-26,2023-01-09,2026-01-09,60992,506,688,845
846,333,2022-09-11,2022-10-15,2026-10-15,43322,724,854,846
847,643,2024-02-04,2024-04-07,2028-04-07,49211,621,814,847
848,564,2023-06-03,2023-09-28,2028-09-28,45859,81,676,848
849,195,2020-11-14,2021-01-11,2025-01-11,65969,94,808,849
850,767,2020-09-06,2020-11-30,2024-11-30,39406,776,410,850
851,803,2020-05-26,2020-08-21,2021-08-21,74085,422,435,851
852,742,2023-09-03,2023-11-16,2027-11-16,,273,47,852
853,949,2024-03-05,2024-04-12,2025-04-12,21489,213,825,853
854,101,2023-02-13,2023-04-07,2028-04-07,48230,669,496,854
855,867,2022-10-18,2023-02-13,2026-02-13,69316,745,65,855
856,845,2022-12-22,2023-04-16,2024-04-16,65506,742,41,856
857,684,2020-01-24,2020-02-27,2025-02-27,34930,851,604,857
858,341,2023-03-27,2023-07-24,2024-07-24,66532,811,278,858
859,985,2024-01-09,2024-04-04,2028-04-04,31902,854,946,859
860,885,2019-04-07,2019-07-03,2022-07-03,26858,341,215,860
861,52,2022-10-01,2022-12-26,2024-12-26,24453,986,717,861
862,812,2022-05-02,2022-08-03,2025-08-03,66059,937,646,862
863,209,2021-10-08,2022-01-20,2027-01-20,44950,440,572,863
864,14,2020-11-10,2021-01-19,2025-01-19,27509,474,84,864
865,606,2019-08-04,2019-11-16,2022-11-16,69715,229,875,865
866,115,2019-07-25,2019-11-06,2024-11-06,21477,9,909,866
867,3,2022-05-29,2022-07-27,2027-07-27,41070,684,139,867
868,476,2022-12-04,2023-01-29,2027-01-29,44705,50,468,868
869,719,2022-04-03,2022-05-14,2023-05-14,61605,709,427,869
870,542,2020-07-08,2020-09-05,2024-09-05,47181,773,610,870
871,860,2024-01-04,2024-02-15,2026-02-15,53581,237,901,871
872,927,2021-03-16,2021-07-01,2023-07-01,41051,540,791,872
873,986,2021-01-13,2021-03-31,2026-03-31,31738,49,601,873
874,478,2021-04-07,2021-06-28,2025-06-28,68513,961,738,874
875,224,2020-03-25,2020-07-07,2022-07-07,56349,100,519,875
876,407,2020-07-20,2020-10-23,2024-10-23,36466,809,289,876
877,255,2022-09-19,2022-12-27,2025-12-27,58689,396,219,877
878,610,2021-04-30,2021-08-06,2026-08-06,45495,650,608,878
879,926,2023-05-11,2023-08-09,2024-08-09,42996,179,760,879
880,837,2022-06-10,2022-10-10,2025-10-10,,156,891,880
881,522,2024-01-05,2024-03-22,2029-03-22,53800,333,52,881
882,960,2023-09-10,2023-11-14,2026-11-14,51259,771,326,882
883,641,2021-10-28,2022-02-03,2025-02-03,31190,700,741,883
884,532,2020-06-03,2020-08-22,2023-08-22,44468,280,118,884
885,206,2019-12-08,2020-01-18,2022-01-18,37874,124,405,885
886,297,2020-09-08,2020-10-10,2024-10-10,33178,674,501,886
887,944,2022-07-11,2022-10-20,2024-10-20,41289,317,54,887
888,388,2023-02-08,2023-04-26,2025-04-26,41718,627,259,888
889,906,2019-10-12,2020-01-17,2025-01-17,49506,822,721,889
890,881,2020-08-20,2020-11-05,2021-11-05,54188,557,895,890
891,739,2024-03-29,2024-05-24,2028-05-24,53314,275,679,891
892,95,2019-10-08,2019-12-17,2021-12-17,31801,290,774,892
893,240,2021-03-26,2021-07-12,2022-07-12,32015,925,982,893
894,691,2020-02-08,2020-03-17,2024-03-17,55091,598,189,894
895,34,2021-10-22,2022-01-03,2027-01-03,49800,528,806,895
896,720,2021-06-21,2021-09-30,2025-09-30,68640,527,147,896
897,619,2021-05-04,2021-07-13,2026-07-13,40786,946,255,897
898,443,2023-05-15,2023-08-28,2028-08-28,48674,676,324,898
899,436,2022-01-25,2022-03-28,2024-03-28,20036,166,992,899
900,356,2023-04-30,2023-08-01,2028-08-01,61647,146,859,900
901,13,2021-05-27,2021-07-08,2023-07-08,39778,882,956,901
902,669,2019-07-15,2019-11-10,2024-11-10,25556,901,379,902
903,179,2023-09-12,2023-10-13,2025-10-13,43353,978,160,903
904,44,2020-08-27,2020-10-05,2022-10-05,35676,283,78,904
905,401,2022-01-30,2022-04-03,2026-04-03,51005,596,596,905
906,125,2019-09-18,2019-12-18,2022-12-18,56242,114,221,906
907,866,2020-09-10,2020-12-29,2024-12-29,,394,487,907
908,213,2020-09-04,2020-11-15,2023-11-15,45277,84,258,908
909,24,2020-01-09,2020-05-01,2024-05-01,37255,895,225,909
910,640,2019-11-10,2020-01-26,2022-01-26,,750,332,910
911,425,2021-02-20,2021-04-23,2024-04-23,47144,855,965,911
912,490,2021-04-13,2021-07-28,2023-07-28,,221,304,912
913,688,2020-03-06,2020-05-29,2024-05-29,36174,136,749,913
914,334,2020-04-21,2020-06-15,2021-06-15,,26,257,914
915,743,2022-11-15,2023-01-01,2024-01-01,18978,997,656,915
916,25,2021-08-04,2021-10-13,2025-10-13,59586,278,631,916
917,661,2022-03-13,2022-05-24,2023-05-24,19783,613,516,917
918,664,2023-08-02,2023-11-19,2024-11-19,39510,343,794,918
919,967,2019-12-12,2020-01-14,2024-01-14,37217,514,916,919
920,239,2022-11-13,2023-03-10,2028-03-10,60013,380,522,920
921,805,2021-06-18,2021-08-22,2025-08-22,58786,579,940,921
922,298,2023-06-21,2023-10-14,2028-10-14,41535,587,136,922
923,54,2024-02-26,2024-05-03,2027-05-03,39578,219,344,923
924,738,2020-11-14,2021-01-26,2024-01-26,73790,974,627,924
925,147,2019-08-12,2019-11-04,2024-11-04,74346,268,449,925
926,64,2020-08-24,2020-09-29,2022-09-29,,491,368,926
927,472,2020-07-09,2020-11-05,2025-11-05,44641,309,703,927
928,73,2022-08-13,2022-09-24,2027-09-24,52967,658,252,928
929,378,2020-01-15,2020-03-01,2025-03-01,44828,825,651,929
930,724,2019-12-08,2020-03-26,2022-03-26,51184,649,645,930
931,86,2021-09-17,2021-12-14,2025-12-14,17568,8,429,931
932,275,2020-05-09,2020-09-06,2022-09-06,56480,802,495,932
933,872,2020-06-08,2020-09-14,2022-09-14,44458,501,222,933
934,618,2021-05-02,2021-06-17,2026-06-17,,624,458,934
935,466,2023-12-23,2024-02-29,2025-02-28,18694,40,53,935
936,170,2022-02-04,2022-05-07,2027-05-07,36597,600,959,936
937,563,2023-05-28,2023-08-09,2026-08-09,60886,337,404,937
938,884,2020-07-17,2020-11-02,2024-11-02,38723,155,76,938
939,565,2021-07-24,2021-09-07,2023-09-07,59295,775,757,939
940,261,2023-05-18,2023-07-19,2027-07-19,27201,510,93,940
941,817,2019-10-18,2019-11-30,2023-11-30,60877,707,122,941
942,879,2023-06-17,2023-09-29,2026-09-29,61817,469,124,942
943,878,2020-08-04,2020-11-16,2021-11-16,45698,313,915,943
944,975,2023-03-01,2023-04-02,2025-04-02,40566,623,586,944
945,475,2022-09-10,2022-11-03,2027-11-03,67488,647,563,945
946,79,2023-07-08,2023-08-21,2026-08-21,51777,345,829,946
947,513,2020-11-16,2021-03-01,2026-03-01,38078,240,358,947
948,481,2023-10-10,2024-01-30,2027-01-30,15106,463,208,948
949,831,2024-02-01,2024-03-24,2028-03-24,,281,269,949
950,918,2023-06-10,2023-08-01,2024-08-01,15349,211,68,950
951,377,2023-09-28,2023-12-04,2025-12-04,20808,610,448,951
952,541,2021-01-22,2021-04-20,2025-04-20,,14,484,952
953,384,2021-09-08,2021-11-16,2024-11-16,40082,555,1,953
954,339,2021-09-13,2021-11-22,2023-11-22,,174,284,954
955,215,2022-01-01,2022-02-09,2026-02-09,,252,870,955
956,854,2021-09-04,2021-10-16,2025-10-16,63005,55,264,956
957,932,2020-05-29,2020-08-25,2025-08-25,42082,864,156,957
958,642,2020-01-29,2020-04-18,2025-04-18,59087,119,73,958
959,168,2023-03-26,2023-07-13,2025-07-13,16856,963,97,959
960,828,2023-05-21,2023-08-04,2025-08-04,50295,65,88,960
961,855,2020-04-01,2020-07-30,2022-07-30,,31,13,961
962,657,2022-03-01,2022-04-18,2026-04-18,64042,265,504,962
963,321,2023-08-09,2023-11-27,2025-11-27,23411,403,105,963
964,809,2022-07-09,2022-08-10,2024-08-10,20943,126,315,964
965,210,2020-06-11,2020-08-03,2023-08-03,31777,786,32,965
966,599,2022-05-16,2022-08-29,2023-08-29,72855,376,869,966
967,939,2023-01-14,2023-04-07,2027-04-07,43475,735,695,967
968,10,2022-06-16,2022-08-01,2025-08-01,61873,779,474,968
969,616,2020-10-14,2021-01-13,2025-01-13,40111,718,201,969
970,698,2020-05-19,2020-08-21,2023-08-21,16139,818,334,970
971,841,2023-08-14,2023-11-22,2027-11-22,39713,956,203,971
972,512,2022-08-13,2022-11-07,2024-11-07,38243,467,990,972
973,596,2021-12-05,2022-03-17,2023-03-17,25073,939,838,973
974,329,2024-02-25,2024-06-03,2027-06-03,47533,170,716,974
975,771,2023-08-10,2023-11-24,2027-11-24,55384,274,305,975
976,753,2022-01-12,2022-03-20,2027-03-20,19869,162,452,976
977,573,2021-02-24,2021-06-06,2024-06-06,39123,641,957,977
978,917,2021-07-23,2021-08-27,2022-08-27,31325,655,307,978
979,795,2020-06-30,2020-08-26,2022-08-26,65192,606,271,979
980,467,2021-01-28,2021-05-01,2025-05-01,62065,414,453,980
981,590,2020-10-03,2021-01-15,2026-01-15,58197,820,574,981
982,1,2022-09-20,2022-11-16,2025-11-16,56362,113,354,982
983,226,2019-07-09,2019-10-14,2023-10-14,16009,933,66,983
984,50,2022-08-05,2022-11-03,2023-11-03,35120,526,428,984
985,900,2021-07-30,2021-09-25,2022-09-25,55757,460,553,985
986,626,2023-01-06,2023-02-08,2024-02-08,59288,648,511,986
987,194,2019-09-27,2019-11-29,2020-11-29,69049,523,853,987
988,379,2021-06-30,2021-10-06,2024-10-06,40284,764,451,988
989,235,2020-08-06,2020-10-30,2025-10-30,18563,891,432,989
990,128,2021-12-27,2022-03-28,2025-03-28,34077,673,571,990
991,354,2021-08-18,2021-11-30,2023-11-30,22166,789,191,991
992,91,2021-05-06,2021-08-22,2023-08-22,20170,239,692,992
993,629,2020-11-13,2021-01-04,2023-01-04,50931,390,1000,993
994,958,2024-04-16,2024-07-16,2026-07-16,67941,165,340,994
995,286,2020-05-22,2020-08-08,2023-08-08,44848,204,728,995
996,169,2022-02-13,2022-03-20,2025-03-20,28612,991,323,996
997,135,2019-12-07,2020-01-21,2025-01-21,,521,353,997
998,489,2019-10-25,2019-12-22,2020-12-22,58279,734,550,998
999,754,2020-08-26,2020-11-18,2024-11-18,21927,536,352,999
1000,539,2022-03-16,2022-04-23,2027-04-23,26143,807,202,1000
