TransactionID,Date,Year,Quarter,Month,Week,Day,State,City,ZipCode,Gender,AgeCat,AgentSince,Position,LotArea,Bedrooms,Bathrooms,Kitchens,Floors,ParkingArea,BuiltSince,Condition,ListingType,NumVisits,MaintenanceExp,AskedAmount,TransactionValue,CommissionRate,CommissionValue,NegotiationDays,ClosingDays
577,2022-03-25,2022,1,3,12,25,Louisiana,New Orleans,70183,Female,Middle Aged,2,Property Manager,4225,5,5,2,2,423,26,Average,Sale,0,3241,313725.0,824876.0,3.4,15858.0,0,38
578,2022-12-17,2022,4,12,51,17,New York,White Plains,10606,Female,Adult,1,Leasing Consultant,4751,6,6,3,2,403,37,Excellent,Rental,0,0,711023.0,446284.0,3.4,42694.0,0,158
579,2022-01-04,2022,1,1,1,4,California,Santa Barbara,93111,Male,Adult,3,Listing Coordinator,2636,4,4,2,1,311,26,Excellent,Sale,1,0,548415.0,261318.0,10.200598504504091,26656.0,148,576
580,2022-10-05,2022,4,10,40,5,Minnesota,Maple Plain,55579,Female,Senior,3,Property Manager,1765,3,3,2,1,221,22,Average,Sale,3,0,740652.0,283860.0,3.5,3200.0,87,0
581,2022-10-03,2022,4,10,40,3,District of Columbia,Washington,21572,Male,Middle Aged,4,Listing Coordinator,3616,5,5,2,2,355,41,Excellent,Rental,1,1014,997625.0,423836.0,3.3,37975.0,115,146
582,2021-04-10,2021,2,4,15,10,Virginia,Portsmouth,23705,Male,Adult,5,Property Manager,3706,5,5,2,2,460,2,Average,Sale,1,6456,269817.0,860086.0,4.8,15945.0,32,0
583,2022-09-11,2022,3,9,37,11,Illinois,Aurora,60505,Female,Adult,3,Leasing Consultant,1061,2,2,1,1,72,55,Excellent,Rental,0,5261,325539.0,692549.0,5.6,41082.0,0,1091
584,2021-05-10,2021,2,5,19,10,Michigan,Kalamazoo,49006,Male,Middle Aged,4,Listing Coordinator,3997,5,5,2,2,584,28,Poor,Rental,1,10764,80219.0,890514.0,5.5,9211.0,139,542
585,2022-03-20,2022,1,3,12,20,Illinois,Aurora,52546,Female,Middle Aged,5,Property Manager,3460,4,4,2,2,25,26,Poor,Sale,1,9999,826377.0,952952.0,4.5,30698.0,131,935
586,2023-12-30,2023,4,12,52,30,Nevada,Reno,89550,Male,Senior,5,Broker Associate,3541,4,4,2,2,49,26,Poor,Rental,1,0,365695.0,648595.0,5.8,39937.0,83,1668
587,2021-06-04,2021,2,6,23,4,Texas,Dallas,75358,Male,Senior,5,Real Estate Agent,554,1,1,1,1,46,69,Excellent,Sale,1,2305,806688.0,290025.0,3.5,16640.0,174,0
588,2021-08-27,2021,3,8,35,27,California,San Jose,95128,Male,Senior,5,Real Estate Agent,1470,3,3,1,1,111,10,Excellent,Sale,1,4302,423656.0,668985.0,3.9,22295.0,23,0
589,2023-02-28,2023,1,2,9,28,Iowa,Des Moines,50330,Female,Middle Aged,1,Listing Coordinator,3570,4,4,2,2,370,10,Average,Sale,2,991,554706.0,239173.0,5.5,45527.0,70,331
590,2023-07-08,2023,3,7,27,8,Georgia,Atlanta,30336,Female,Middle Aged,4,Real Estate Agent,2137,3,3,2,1,255,27,Excellent,Rental,2,2116,567989.0,984426.0,4.2,34905.0,170,446
591,2022-09-13,2022,3,9,37,13,Georgia,Atlanta,31136,Female,Adult,3,Leasing Consultant,2040,3,3,2,1,227,63,Poor,Sale,0,0,314595.0,574420.0,2.6,43910.0,0,241
592,2021-04-03,2021,2,4,14,3,Washington,Olympia,98506,Female,Middle Aged,2,Real Estate Agent,4286,5,5,2,2,524,23,Average,Rental,1,9751,349101.0,778106.0,2.9,26051.0,99,740
593,2023-03-02,2023,1,3,9,2,Missouri,Kansas City,64136,Female,Adult,1,Leasing Consultant,3129,4,4,2,2,318,7,Average,Sale,2,9755,510852.0,517760.0,4.9,22785.0,128,1108
594,2021-01-06,2021,1,1,1,6,Kansas,Kansas City,66105,Male,Senior,3,Property Manager,3300,4,4,2,2,435,72,Poor,Rental,1,8396,750967.0,677918.0,5.0,3930.0,131,319
595,2022-05-05,2022,2,5,18,5,District of Columbia,Washington,20591,Female,Middle Aged,3,Leasing Consultant,4781,6,6,3,2,526,12,Average,Rental,0,4811,585061.4,995402.0,4.5,42732.0,0,772
596,2022-05-25,2022,2,5,21,25,California,Pasadena,91186,Male,Adult,4,Property Manager,1771,3,3,2,1,3,46,Poor,Sale,0,9651,377629.0,533499.0,4.1,8272.0,0,0
597,2022-09-30,2022,3,9,39,30,Arkansas,Fort Smith,72916,Female,Senior,4,Leasing Consultant,840,1,1,1,1,131,34,Poor,Rental,2,0,908188.0,677022.0,1.813331577544976,17626.0,31,508
598,2023-11-28,2023,4,11,48,28,Texas,Mesquite,75185,Female,Adult,5,Leasing Consultant,3594,4,4,2,2,686,24,Poor,Rental,1,8985,976317.0,422369.0,5.012849657657075,37178.0,131,1335
599,2021-07-22,2021,3,7,29,22,North Carolina,Greensboro,27455,Female,Adult,1,Property Manager,1385,2,2,1,1,119,46,Average,Rental,2,1660,673517.0,997536.0,3.5,46284.0,67,756
600,2022-07-01,2022,3,7,26,1,New Hampshire,Portsmouth,3804,Male,Adult,2,Real Estate Agent,1305,2,2,1,1,136,66,Poor,Sale,2,8230,209683.0,884817.0,20.415682617553745,40283.0,76,10
601,2021-07-16,2021,3,7,29,16,Michigan,Detroit,37069,Male,Adult,5,Leasing Consultant,4365,5,5,2,2,469,64,Poor,Sale,0,0,839266.0,643952.0,5.542649141550923,35692.0,0,0
602,2021-02-10,2021,1,2,6,10,New Jersey,Elizabeth,7208,Female,Senior,1,Broker Associate,3220,4,4,2,2,198,7,Average,Sale,0,9541,523599.0,608872.0,2.5,33378.0,0,723
603,2023-05-09,2023,2,5,19,9,Washington,Tacoma,98464,Female,Middle Aged,1,Listing Coordinator,607,1,1,1,1,56,67,Excellent,Rental,1,2621,848663.0,367573.0,3.3,30272.0,124,629
604,2022-11-19,2022,4,11,47,19,Virginia,Richmond,23203,Male,Adult,1,Leasing Consultant,1419,3,3,1,1,281,28,Excellent,Sale,0,2037,396611.0,155056.0,3.5,27584.0,0,1135
605,2023-07-13,2023,3,7,28,13,Pennsylvania,Erie,16565,Female,Adult,2,Real Estate Agent,3064,4,4,2,2,89,2,Excellent,Sale,1,2371,669667.0,796181.0,2.9,23266.0,156,1132
606,2023-11-13,2023,4,11,46,13,Texas,Dallas,75277,Male,Middle Aged,1,Property Manager,4943,6,6,3,2,374,34,Poor,Rental,1,9761,974967.0,371631.0,3.9,32431.0,136,1666
607,2023-03-24,2023,1,3,12,24,Missouri,Springfield,65810,Male,Adult,3,Broker Associate,3471,4,4,2,2,318,29,Excellent,Sale,0,5447,88005.0,970660.0,5.1,18433.0,0,154
608,2021-04-08,2021,2,4,14,8,New York,New York City,10024,Female,Adult,3,Property Manager,2429,4,4,2,1,460,23,Average,Sale,1,9827,360119.0,27640.0,2.6,35635.0,137,0
609,2023-02-08,2023,1,2,6,8,Georgia,Atlanta,30340,Female,Middle Aged,3,Broker Associate,4538,6,6,3,2,643,28,Poor,Sale,2,5603,593113.0,59525.0,4.6,44470.0,126,834
610,2023-09-29,2023,3,9,39,29,Utah,Ogden,84409,Female,Senior,4,Property Manager,4246,5,5,2,2,447,67,Average,Sale,0,7821,54456.0,58317.0,4.2,7108.0,0,720
611,2022-10-24,2022,4,10,43,24,Florida,Clearwater,34620,Female,Adult,2,Property Manager,1428,3,3,1,1,114,7,Average,Rental,0,4506,865323.0,20098.0,5.9,44830.0,0,644
612,2021-01-22,2021,1,1,4,22,Pennsylvania,Philadelphia,19191,Female,Middle Aged,1,Listing Coordinator,3200,4,4,2,2,369,71,Average,Rental,0,2500,604677.6,57592.0,5.7,43643.0,0,0
613,2021-08-06,2021,3,8,32,6,Alabama,Montgomery,36104,Female,Senior,5,Real Estate Agent,2406,4,4,2,1,39,4,Poor,Sale,1,13889,988492.0,51883.0,4.4,39302.0,162,734
614,2022-08-15,2022,3,8,33,15,Ohio,Cleveland,20478,Male,Middle Aged,4,Broker Associate,3033,4,4,2,2,170,69,Average,Rental,1,6250,307290.4,58371.0,5.8,1529.0,169,945
615,2022-07-05,2022,3,7,27,5,Connecticut,Hartford,6140,Male,Middle Aged,1,Property Manager,652,1,1,1,1,121,9,Average,Rental,2,15292,492818.0,26999.0,4.1,8272.0,40,0
616,2022-01-22,2022,1,1,4,22,Arizona,Phoenix,85020,Male,Adult,3,Broker Associate,1282,2,2,1,1,184,7,Excellent,Rental,2,3940,193865.0,26068.0,3.7,30394.0,83,580
617,2022-01-22,2022,1,1,4,22,Texas,El Paso,79984,Male,Adult,1,Leasing Consultant,513,1,1,1,1,57,63,Average,Rental,1,7224,633580.0,65626.0,4.9,38895.0,104,22
618,2022-03-12,2022,1,3,11,12,Texas,Abilene,79605,Male,Adult,3,Property Manager,3739,5,5,2,2,337,57,Average,Sale,1,3868,303773.8,71644.0,4.8,41240.0,162,666
619,2022-02-13,2022,1,2,7,13,North Carolina,Charlotte,28210,Male,Senior,2,Property Manager,2009,3,3,2,1,38,48,Excellent,Rental,1,0,497698.0,65443.0,4.1,33694.0,149,764
620,2023-03-03,2023,1,3,9,3,Florida,Seminole,34642,Female,Adult,4,Property Manager,847,1,1,1,1,168,59,Average,Sale,1,0,949849.0,575898.3050847457,5.9,33978.0,76,164
621,2021-04-01,2021,2,4,13,1,California,Sacramento,94273,Female,Middle Aged,3,Property Manager,3390,4,4,2,2,451,33,Average,Sale,1,0,508057.0,38673.0,2.536200483662443,21363.0,141,0
622,2021-12-05,2021,4,12,49,5,Wyoming,Cheyenne,82007,Male,Middle Aged,2,Property Manager,2229,3,3,2,1,404,57,Excellent,Sale,0,0,190107.0,42835.0,3.7,10745.0,0,0
623,2023-02-08,2023,1,2,6,8,Mississippi,Hattiesburg,39404,Male,Adult,3,Broker Associate,2348,4,4,2,1,292,43,Excellent,Sale,1,6295,134136.0,23732.0,4.1,33371.0,114,536
624,2021-12-03,2021,4,12,49,3,California,Sacramento,95852,Female,Middle Aged,3,Real Estate Agent,2732,4,4,2,1,235,7,Excellent,Rental,1,7858,570860.4,30353.0,3.9,8166.0,24,437
625,2022-09-16,2022,3,9,37,16,Minnesota,Maple Plain,55572,Male,Adult,5,Property Manager,3063,4,4,2,2,605,37,Average,Rental,1,1466,168352.0,237820.0,5.0,11891.0,145,0
626,2022-03-30,2022,1,3,13,30,Tennessee,Chattanooga,37405,Male,Senior,5,Listing Coordinator,1633,3,3,2,1,62,47,Poor,Sale,2,4234,314776.0,60205.0,2.2,11010.0,129,391
627,2022-02-08,2022,1,2,6,8,Virginia,Springfield,22156,Male,Senior,1,Leasing Consultant,2416,4,4,2,1,4,13,Excellent,Rental,1,249,365747.0,1335120.0,2.5,33378.0,71,975
628,2023-06-19,2023,2,6,25,19,New York,Syracuse,13217,Male,Middle Aged,1,Property Manager,1271,2,2,1,1,29,64,Excellent,Sale,3,7102,428691.0,51232.0,2.4,15241.0,12,931
629,2022-02-28,2022,1,2,9,28,California,Fresno,93762,Female,Senior,4,Listing Coordinator,4192,5,5,2,2,747,68,Excellent,Sale,1,8066,952521.0,28583.0,2.3,8131.0,148,144
630,2023-02-07,2023,1,2,6,7,Texas,El Paso,79911,Male,Middle Aged,4,Broker Associate,2220,3,3,2,1,136,29,Poor,Rental,1,0,719423.0,46057.0,4.7,41174.0,127,908
631,2023-10-17,2023,4,10,42,17,Texas,El Paso,88514,Female,Senior,3,Real Estate Agent,4025,5,5,2,2,657,31,Average,Sale,1,1944,974221.0,25787.0,2.6,49068.0,32,1494
632,2021-12-05,2021,4,12,49,5,Texas,Wichita Falls,76310,Male,Middle Aged,5,Real Estate Agent,4625,6,6,3,2,432,58,Average,Sale,3,0,607660.0,50448.0,2.6,42771.0,131,679
633,2022-09-15,2022,3,9,37,15,Illinois,Bloomington,61709,Male,Middle Aged,2,Listing Coordinator,4058,5,5,2,2,515,19,Average,Rental,1,1502,251828.6,40133.0,5.9,42107.0,163,627
634,2021-04-20,2021,2,4,16,20,Texas,Odessa,79764,Female,Senior,2,Property Manager,3645,5,5,2,2,195,73,Poor,Sale,0,13295,167083.0,268611.11111111107,5.4,14505.0,0,0
635,2022-07-22,2022,3,7,29,22,Kansas,Wichita,65388,Female,Adult,5,Property Manager,3799,5,5,2,2,304,22,Excellent,Sale,1,0,903336.0,70197.0,4.7,14917.0,136,93
636,2023-03-15,2023,1,3,11,15,Texas,Houston,77240,Female,Middle Aged,3,Leasing Consultant,4162,5,5,2,2,805,65,Average,Sale,0,0,192327.0,36607.0,5.4,7938.0,0,495
637,2022-08-07,2022,3,8,32,7,Nevada,Las Vegas,89140,Male,Adult,3,Broker Associate,1891,3,3,2,1,372,32,Excellent,Sale,1,775,562190.0,16496.0,2.3,13767.0,26,0
638,2023-07-10,2023,3,7,28,10,Louisiana,Baton Rouge,70883,Female,Adult,2,Real Estate Agent,2927,4,4,2,1,457,60,Average,Rental,1,0,963905.0,22043.0,2.2,24039.0,115,291
639,2023-06-17,2023,2,6,24,17,North Carolina,Charlotte,28247,Female,Adult,2,Leasing Consultant,3848,5,5,2,2,687,5,Excellent,Sale,1,3738,519555.0,50693.0,98.23841556033376,49800.0,114,1527
640,2023-12-23,2023,4,12,51,23,Florida,Orlando,29105,Male,Middle Aged,3,Broker Associate,1426,3,3,1,1,134,3,Excellent,Sale,1,0,453302.0,47250.0,3.3,27164.0,105,1270
641,2021-07-28,2021,3,7,30,28,Pennsylvania,Philadelphia,19160,Female,Adult,1,Leasing Consultant,4350,5,5,2,2,224,18,Poor,Sale,1,6937,755442.0,72044.0,3.6,47238.0,129,111
642,2021-10-02,2021,4,10,40,2,California,Los Angeles,90040,Male,Adult,2,Listing Coordinator,1510,3,3,2,1,219,48,Excellent,Rental,2,8225,133362.0,831564.1025641026,3.9,32431.0,79,826
643,2022-10-27,2022,4,10,43,27,Texas,El Paso,79994,Female,Senior,1,Real Estate Agent,4842,6,6,3,2,387,38,Average,Rental,1,0,930771.0,67231.0,3.7,30641.0,166,1188
644,2023-03-26,2023,1,3,13,26,Georgia,Atlanta,31196,Female,Adult,4,Broker Associate,1822,3,3,2,1,140,34,Excellent,Rental,0,11155,937871.0,27165.0,5.7,15822.0,0,0
645,2022-09-20,2022,3,9,38,20,California,Fresno,93750,Male,Middle Aged,3,Property Manager,3418,4,4,2,2,473,43,Poor,Sale,3,0,471216.0,67261.0,5.9,5224.0,69,601
646,2023-04-03,2023,2,4,14,3,Georgia,Augusta,30905,Female,Middle Aged,3,Real Estate Agent,848,1,1,1,1,27,58,Poor,Sale,0,0,362396.0,46516.0,2.7,31643.0,0,1159
647,2022-02-01,2022,1,2,5,1,Kentucky,Lexington,40510,Female,Middle Aged,4,Broker Associate,4953,6,6,3,2,883,49,Excellent,Sale,2,7641,905192.0,47188.0,4.3,24826.0,43,286
648,2022-02-14,2022,1,2,7,14,Florida,Fort Myers,33913,Female,Middle Aged,5,Property Manager,3705,5,5,2,2,687,13,Poor,Sale,1,11241,771716.0,22875.0,5.4,38072.0,51,67
649,2023-04-22,2023,2,4,16,22,Kentucky,Louisville,40220,Male,Adult,4,Property Manager,1162,2,2,1,1,5,39,Average,Sale,1,4926,270445.0,68868.0,2.1,13131.0,88,0
650,2021-08-19,2021,3,8,33,19,Connecticut,New Haven,6505,Female,Adult,1,Listing Coordinator,1782,3,3,2,1,58,12,Poor,Sale,1,5902,637866.0,54711.0,3.6,17792.0,159,756
651,2021-03-15,2021,1,3,11,15,Texas,El Paso,88553,Female,Middle Aged,3,Real Estate Agent,2779,4,4,2,1,87,39,Poor,Sale,1,1277,700928.0,15118.0,3.5,49265.0,140,0
652,2023-09-30,2023,3,9,39,30,Texas,El Paso,88519,Male,Senior,1,Leasing Consultant,3247,4,4,2,2,271,17,Average,Rental,1,4385,747481.0,66985.0,4.2,46724.0,78,952
653,2022-01-22,2022,1,1,4,22,Arizona,Mesa,85210,Female,Middle Aged,1,Listing Coordinator,2259,3,3,2,1,66,3,Average,Sale,1,1247,114767.0,19627.0,3.6,48752.0,136,798
654,2022-03-27,2022,1,3,13,27,California,San Francisco,94116,Female,Senior,2,Property Manager,544,1,1,1,1,89,57,Average,Rental,2,8135,690136.0,40307.0,3.6,8700.0,117,0
655,2023-08-24,2023,3,8,34,24,Wisconsin,Milwaukee,53210,Female,Middle Aged,2,Leasing Consultant,2953,4,4,2,1,288,43,Average,Sale,0,5682,945363.0,25429.0,4.2,46423.0,0,221
656,2023-11-11,2023,4,11,45,11,Florida,Sarasota,34276,Male,Middle Aged,1,Listing Coordinator,3773,5,5,2,2,172,60,Poor,Rental,0,0,604107.0,64236.0,5.3,9223.0,0,1351
657,2022-06-02,2022,2,6,22,2,Texas,Dallas,75379,Male,Middle Aged,3,Property Manager,4809,6,6,3,2,454,9,Excellent,Sale,0,0,775964.0,74507.0,5.1,44912.0,0,415
658,2021-09-26,2021,3,9,39,26,New York,Jamaica,11431,Male,Adult,5,Listing Coordinator,655,1,1,1,1,64,63,Excellent,Sale,1,3392,140662.0,17288.0,6.0,13593.0,132,0
659,2023-04-23,2023,2,4,17,23,Florida,Tallahassee,32304,Male,Middle Aged,5,Listing Coordinator,4641,6,6,3,2,752,54,Average,Sale,2,15133,395495.0,18484.0,2.3,27539.0,16,1036
660,2023-02-09,2023,1,2,6,9,Arizona,Phoenix,84050,Female,Middle Aged,1,Real Estate Agent,1719,3,3,2,1,191,21,Poor,Rental,2,5117,859680.0,72806.0,2.3,5207.0,134,0
661,2022-11-22,2022,4,11,47,22,Indiana,Indianapolis,46247,Female,Middle Aged,1,Listing Coordinator,1119,2,2,1,1,160,17,Average,Sale,1,9860,216212.0,37768.0,3.4,25827.0,100,1055
662,2021-06-30,2021,2,6,26,30,California,Oakland,94616,Female,Middle Aged,5,Property Manager,3840,5,5,2,2,676,22,Average,Sale,1,10832,630895.0,25200.0,2.6,48716.0,78,0
663,2023-06-20,2023,2,6,25,20,New York,Rochester,22435,Male,Middle Aged,2,Leasing Consultant,1668,3,3,2,1,265,37,Poor,Rental,1,7770,706539.0,33865.0,5.4,25719.0,109,1490
664,2022-01-15,2022,1,1,3,15,Indiana,Muncie,36476,Female,Middle Aged,3,Listing Coordinator,594,1,1,1,1,67,19,Average,Sale,0,9257,622827.0,36992.0,2.9,10954.0,0,0
665,2022-07-14,2022,3,7,28,14,California,Los Angeles,90076,Male,Middle Aged,4,Broker Associate,4572,6,6,3,2,281,19,Excellent,Sale,1,7645,704662.0,16275.0,5.6,25662.0,174,96
666,2021-10-07,2021,4,10,40,7,California,San Jose,89846,Male,Middle Aged,4,Listing Coordinator,2322,4,4,2,1,301,33,Poor,Sale,0,10475,346606.0,21606.0,5.6,20871.0,0,57
667,2023-04-26,2023,2,4,17,26,Texas,Irving,71842,Female,Middle Aged,2,Property Manager,4954,6,6,3,2,723,72,Average,Sale,1,9360,197153.0,68293.0,3.1,27413.0,147,73
668,2021-08-09,2021,3,8,32,9,Colorado,Colorado Springs,80935,Female,Senior,2,Property Manager,4112,5,5,2,2,815,65,Average,Rental,1,12579,837238.0,60710.0,5.542649141550923,35692.0,121,537
669,2022-02-02,2022,1,2,5,2,Texas,El Paso,79923,Female,Adult,3,Property Manager,2030,3,3,2,1,184,59,Excellent,Rental,1,8792,493300.0,48038.0,4.8,41859.0,81,304
670,2021-10-26,2021,4,10,43,26,Florida,Tallahassee,32304,Female,Adult,3,Broker Associate,4258,5,5,2,2,62,59,Average,Sale,3,4224,111736.0,49542.0,3.9,32899.0,91,0
671,2021-12-10,2021,4,12,50,10,California,Sacramento,94297,Male,Senior,2,Real Estate Agent,824,1,1,1,1,100,55,Poor,Sale,0,0,879457.0,52096.0,2.6,24325.0,0,0
672,2023-11-10,2023,4,11,45,10,Massachusetts,Boston,2114,Male,Middle Aged,2,Real Estate Agent,4272,5,5,2,2,690,38,Excellent,Sale,0,9208,119961.0,783444.4444444444,3.6,28204.0,0,1496
673,2022-06-30,2022,2,6,26,30,California,San Diego,92115,Male,Adult,2,Real Estate Agent,4931,6,6,3,2,418,66,Average,Rental,1,3577,463623.0,29989.0,4.7,48485.0,101,71
674,2022-04-25,2022,2,4,17,25,Pennsylvania,Philadelphia,19151,Female,Adult,4,Leasing Consultant,1024,2,2,1,1,25,17,Excellent,Sale,1,0,202203.0,20438.0,3.2,38110.0,181,0
675,2021-09-14,2021,3,9,37,14,Florida,Gainesville,32610,Male,Adult,2,Broker Associate,4409,6,6,2,2,827,45,Excellent,Sale,1,4512,637541.4,68794.0,3.7,20540.0,147,968
676,2021-10-13,2021,4,10,41,13,Georgia,Savannah,31416,Female,Adult,3,Broker Associate,3683,5,5,2,2,530,53,Average,Rental,0,0,471829.0,71375.0,5.8,39498.0,0,0
677,2022-02-17,2022,1,2,7,17,New York,Rochester,14624,Male,Middle Aged,4,Property Manager,4337,5,5,2,2,663,62,Excellent,Rental,0,2115,581414.0,68745.0,2.3,22800.0,0,91
678,2022-01-12,2022,1,1,2,12,New York,Brooklyn,11231,Male,Adult,5,Leasing Consultant,2715,4,4,2,1,214,68,Average,Rental,2,2845,682312.0,57561.0,5.3,19215.0,109,872
679,2023-08-28,2023,3,8,35,28,Texas,Mesquite,75185,Female,Adult,5,Leasing Consultant,3594,4,4,2,2,686,24,Poor,Rental,1,8985,976317.0,21872.0,2.4,11746.0,39,1243
680,2022-02-28,2022,1,2,9,28,Arizona,Tucson,85720,Male,Middle Aged,3,Property Manager,4239,5,5,2,2,241,36,Average,Sale,0,12819,966007.0,38917.0,4.3,47659.0,0,152
681,2021-04-26,2021,2,4,17,26,New Mexico,Albuquerque,87201,Male,Adult,5,Property Manager,4114,5,5,2,2,473,65,Excellent,Sale,2,3787,606994.0,32596.0,3.9,5436.0,70,70
682,2021-04-29,2021,2,4,17,29,Texas,Houston,77070,Male,Middle Aged,4,Real Estate Agent,1434,3,3,1,1,162,26,Excellent,Sale,0,0,164025.0,942864.8648648649,3.7,34886.0,0,465
683,2022-08-29,2022,3,8,35,29,Florida,Orlando,32803,Male,Senior,4,Leasing Consultant,3814,5,5,2,2,717,31,Average,Rental,0,9150,761255.0,40261.0,3.7,8072.0,0,467
684,2023-05-09,2023,2,5,19,9,Virginia,Richmond,23289,Female,Middle Aged,3,Listing Coordinator,704,1,1,1,1,125,18,Poor,Rental,1,0,627066.0,40029.0,69.36970696245223,27768.0,47,1003
685,2021-02-10,2021,1,2,6,10,Pennsylvania,Valley Forge,19495,Male,Senior,1,Listing Coordinator,1420,3,3,1,1,67,68,Excellent,Sale,2,0,32956.0,45884.0,4.6,28934.0,16,0
686,2023-11-26,2023,4,11,48,26,Georgia,Columbus,31998,Male,Middle Aged,5,Property Manager,581,1,1,1,1,0,72,Poor,Rental,2,723,347752.0,19264.0,174.73525747508305,33661.0,94,292
687,2021-03-14,2021,1,3,11,14,Georgia,Lawrenceville,30245,Male,Adult,5,Listing Coordinator,4117,5,5,2,2,692,32,Average,Rental,1,0,188994.0,44569.0,4.4,25659.0,107,0
688,2023-11-10,2023,4,11,45,10,West Virginia,Charleston,25362,Male,Senior,5,Broker Associate,989,1,1,1,1,192,60,Average,Sale,3,0,72449.0,36855.0,2.1,31836.0,139,378
689,2023-07-20,2023,3,7,29,20,Florida,Bradenton,34210,Female,Middle Aged,5,Listing Coordinator,3292,4,4,2,2,301,19,Excellent,Sale,2,0,988488.0,27798.0,5.4,33556.0,66,554
690,2021-06-18,2021,2,6,25,18,California,Oakland,94616,Male,Senior,3,Broker Associate,1503,3,3,2,1,153,50,Average,Rental,1,0,681942.0,57594.0,75.742264819252,43623.0,10,0
691,2022-08-25,2022,3,8,34,25,California,Fresno,93726,Female,Middle Aged,5,Listing Coordinator,3616,5,5,2,2,538,56,Poor,Sale,1,5118,307673.0,32463.0,4.2,6323.0,98,1041
692,2023-08-25,2023,3,8,34,25,Florida,Tampa,33615,Male,Adult,2,Broker Associate,4786,6,6,3,2,800,8,Poor,Sale,1,7364,516382.0,70647.0,5.3,6448.0,38,1199
693,2023-11-06,2023,4,11,45,6,Massachusetts,Springfield,1152,Female,Adult,2,Property Manager,2478,4,4,2,1,255,46,Excellent,Rental,1,0,143155.2,20258.0,5.0,27664.0,53,173
694,2023-09-18,2023,3,9,38,18,Illinois,Chicago,60697,Female,Adult,2,Real Estate Agent,662,1,1,1,1,52,35,Average,Rental,0,5522,772870.0,64554.0,4.5,1813.0,0,722
695,2023-10-09,2023,4,10,41,9,Georgia,Duluth,30195,Female,Middle Aged,4,Real Estate Agent,1473,3,3,1,1,221,72,Excellent,Rental,1,0,706376.0,43412.0,3.2,8882.0,48,251
696,2023-02-27,2023,1,2,9,27,California,San Jose,95160,Female,Middle Aged,4,Listing Coordinator,3631,5,5,2,2,229,47,Average,Rental,0,10205,536238.8,47790.0,3.2,30331.0,0,295
697,2023-08-01,2023,3,8,31,1,Louisiana,Baton Rouge,70810,Female,Senior,2,Real Estate Agent,3613,5,5,2,2,600,61,Average,Rental,1,13451,574886.0,26720.0,4.3,12723.0,134,0
698,2023-06-07,2023,2,6,23,7,Tennessee,Memphis,38143,Female,Senior,4,Leasing Consultant,3911,5,5,2,2,32,8,Average,Sale,2,8097,897412.0,53397.0,2.9,37517.0,85,729
699,2022-06-16,2022,2,6,24,16,Tennessee,Memphis,38168,Male,Adult,5,Real Estate Agent,4366,5,5,2,2,698,66,Poor,Rental,1,7841,904333.0,38169.0,5.8,33682.0,67,809
700,2022-09-20,2022,3,9,38,20,Mississippi,Gulfport,39505,Male,Senior,1,Broker Associate,1762,3,3,2,1,167,35,Average,Rental,0,8388,218108.6,69982.0,5.7,35814.0,0,1355
701,2021-03-24,2021,1,3,12,24,Florida,West Palm Beach,33411,Male,Senior,5,Leasing Consultant,1451,3,3,1,1,158,44,Excellent,Sale,2,11137,90575.0,40238.0,4.7,28698.0,109,0
702,2021-01-01,2021,1,1,1,1,Ohio,Cincinnati,45233,Male,Middle Aged,1,Broker Associate,3752,5,5,2,2,146,74,Poor,Rental,3,0,475812.0,37383.0,5.279297937260517,34362.0,85,0
703,2023-06-26,2023,2,6,26,26,Indiana,South Bend,46634,Female,Middle Aged,1,Broker Associate,2733,4,4,2,1,7,14,Average,Rental,2,9552,197155.0,62769.0,3.6,11406.0,96,382
704,2022-08-25,2022,3,8,34,25,Florida,Pensacola,32520,Female,Middle Aged,1,Real Estate Agent,1129,2,2,1,1,179,4,Excellent,Rental,0,0,381599.0,33175.0,3.4,44170.0,0,798
705,2023-05-20,2023,2,5,20,20,Nebraska,Lincoln,73901,Female,Middle Aged,1,Listing Coordinator,3724,5,5,2,2,94,25,Average,Sale,0,8209,185065.0,38620.0,6.455997281685355,37810.0,0,0
706,2022-04-26,2022,2,4,17,26,Pennsylvania,Erie,16565,Male,Middle Aged,3,Leasing Consultant,2818,4,4,2,1,430,29,Average,Sale,0,0,162945.0,67281.0,4.1,23862.0,0,0
707,2022-07-02,2022,3,7,27,2,New York,Rochester,27052,Female,Adult,1,Broker Associate,3345,4,4,2,2,235,58,Excellent,Sale,1,8828,75582.0,46398.0,2.1,9472.0,93,1230
708,2022-11-19,2022,4,11,47,19,Virginia,Richmond,23203,Male,Adult,1,Leasing Consultant,1419,3,3,1,1,281,28,Excellent,Sale,0,2037,396611.0,29605.0,4.6,18436.0,0,1135
709,2021-12-24,2021,4,12,52,24,Alabama,Montgomery,36134,Male,Middle Aged,4,Listing Coordinator,2280,3,3,2,1,17,20,Excellent,Sale,1,946,725207.0,29934.0,4.2,29379.0,16,805
710,2023-07-08,2023,3,7,27,8,Arkansas,North Little Rock,72199,Female,Middle Aged,4,Listing Coordinator,1449,3,3,1,1,63,3,Poor,Sale,1,10284,772500.0,62814.0,2.8,37518.0,90,0
